OBS,facility,has_paper_olda_1,who,selection_1,Teff,logg,micro,ra,dec,source_id,GroupSize_2,O,Ostd,Na,Nastd,Mg,Mgstd,Al,Alstd,Si,Sistd,Ca,Castd,target_id,ScII,ScIIstd,TiI,TiIstd,TiII,TiIIstd,V,Vstd,Cr,Crstd,Mn,Mnstd,Fe,Festd,FeII,FeIIstd,Co,Costd,Ni,Nistd,Cu,Custd,Zn,Znstd,Sr,Srstd,Y,Ystd,Zr,Zrstd,Ba,Bastd,La,Lastd,Ce,Cestd,Pr,Prstd,Nd,Ndstd,Sm,Smstd,Eu,Eustd,main_id_2,Strut,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_params_solved,pseudocolour,pseudocolour_error,ruwe,phot_g_mean_mag,phot_g_mean_mag_error
TNGs,TNG2020_change,MINCE I\II,PAPER I,mince2,4154,0.53,2.02,229.2523996042,54.5940573369,1599726063352925056,0,0.7899999618530273,0.0,-0.1700000762939453,0.02,0.5799999237060547,0.0,0.1099998950958252,0.0,0.3399999141693115,0.07,0.36999988555908203,0.05,HD238439,0.25999999046325684,0.1,0.4099999666213989,0.08,0.3500000238418579,0.07,9.8100004196167,0.07,-0.06000018119812012,0.0,-0.3100001811981201,0.07,-2.09,0.113,-2.019,0.13,0.07999992370605469,0.14,-0.09000015258789062,0.14,-0.48000001907348633,0.14,-0.08000016212463379,0.03,-0.3199999928474426,0,-0.03500000014901161,0.0,0.51,0.04,0.11999999731779099,0.0,0.11800000071525574,0.0,-0.03999999910593033,0.0,0.12999999523162842,0.0,0.09799999743700027,0.0,0.18000000715255737,0.0,0.4699999988079071,0.0,HD 238439,G,229.25220886113,0.0128,54.59407200503,0.0141,0.3353,0.0146,22.9848,24.882,-24.681,0.017,3.151,0.02,95,1.4036,0.0036,1.063,9.269385,0.0029
Spito_NOT,NOT_61_Spito,MINCE I\II,PAPER I,mince2,4482,1.29,1.88,354.5782344545,0.7809751641,2645979306383851520,0,0.6299999952316284,0.0,-0.2099999189376831,0.05,0.48000001907348633,0.11,-97.0999984741211,0.0,0.3799999952316284,0.05,0.3500000238418579,0.06,BD-004538,0.21000003814697266,0.12,0.26999998092651367,0.08,0.2799999713897705,0.12,9.109999656677246,0.1,-0.040000081062316895,0.0,-0.30000007152557373,0.07,-1.9,0.094,-1.75,0.142,0.009999990463256836,0.09,-0.05000007152557373,0.1,-0.5700000524520874,0.15,0.039999961853027344,0.03,-0.10999999940395355,0,-0.09000000357627869,0.0,0.47,0.04,0.18000000715255737,0.0,0.31200000643730164,0.0,0.18700000643730164,0.0,0.4569999873638153,0.0,0.30000001192092896,0.0,0.4830000102519989,0.0,0.6299999952316284,0.0,BD-00  4538,H,354.57843037172,0.0179,0.78091443633,0.0142,0.8304,0.0197,42.1111,46.109,44.013,0.022,-13.743,0.016,31,,,1.045,8.781491,0.002766
TNGs,TNG2020_change,MINCE I\II,PAPER I,mince2,4167,0.82,1.91,216.2929636111,6.1208150373,3670216508400737920,0,0.6799999475479126,0.03999999910593033,-0.24000000953674316,0.06,0.5300000309944153,0.0,0.03000009059906006,0.01,0.3200000524520874,0.09,0.23000001907348633,0.05,BD+062880,0.1499999761581421,0.13,0.2200000286102295,0.08,0.26999998092651367,0.06,9.59000015258789,0.05,-0.1099998950958252,0.0,-0.34999990463256836,0.1,-1.448,0.105,-1.3,0.226,0.03000009059906006,0.13,-0.07999992370605469,0.14,-0.5299999713897705,0.13,-0.019999980926513672,0.04,-0.41200000047683716,0,-0.08699999749660492,0.0,0.47,0.02,0.460999995470047,0.0,0.3580000102519989,0.0,-0.007000000216066837,0.0,0.4779999852180481,0.0,0.36500000953674316,0.0,0.44600000977516174,0.0,0.6779999732971191,0.0,BD+06  2880,H,216.29302874378,0.0157,6.1206077383,0.0137,0.4789,0.0203,23.5825,48.645,14.345,0.018,-46.481,0.016,31,,,1.01,9.181913,0.002865
TNGs,TNG2020_change,MINCE I\II,PAPER I,mince2,4393,1.08,1.94,199.5415235184,-13.9793862096,3609151492315774848,0,0.6800000667572021,0.019999999552965164,-0.31999993324279785,0.05,0.4700000286102295,0.03,0.0700000524520874,0.0,0.3200000524520874,0.06,0.33000004291534424,0.05,HD115575,0.23000001907348633,0.14,0.31000006198883057,0.08,0.3200000524520874,0.11,9.59000015258789,0.07,-0.04999995231628418,0.0,-0.2799999713897705,0.05,-1.993,0.091,-1.859,0.122,0.09000003337860107,0.09,-0.029999971389770508,0.12,-0.5299999713897705,0.1,0.060000061988830566,0.01,-0.4169999957084656,0,-0.1770000010728836,0.0,0.46,0.04,-0.15199999511241913,0.0,-0.004000000189989805,0.0,-0.17499999701976776,0.0,-0.11699999868869781,0.0,-0.007000000216066837,0.0,0.10300000011920929,0.0,0.17299999296665192,0.0,HD 115575,S,199.54141900486,0.0182,-13.97952401902,0.0118,0.6368,0.0226,28.1186,38.58,-22.8,0.023,-31.122,0.012,31,,,1.06,9.025355,0.002767
0,OHP_08/20,MINCE I\II,PAPER I,mince2,4199,0.78,2.01,271.63159598593,8.74857153256,4482223506419354624,0,0.6100000143051147,0.0,-0.15000009536743164,0.01,0.5700000524520874,0.0,-96.7699966430664,0.0,0.5,0.15,0.38999998569488525,0.06,TYC_1008-1200-1,0.25999999046325684,0.12,0.3400000333786011,0.08,0.30000007152557373,0.15,10.739999771118164,0.06,-0.07999992370605469,0.0,-0.3399999141693115,0.1,-2.229,0.098,-1.998,0.17,0.059999942779541016,0.13,-0.04999995231628418,0.12,-0.559999942779541,0.03,0.0,0.05,-0.23100000619888306,0,-0.01600000075995922,0.0,0.46,0.1,0.24199999868869781,0.0,0.27900001406669617,0.0,0.04899999871850014,0.0,0.3440000116825104,0.0,0.32199999690055847,0.0,0.4390000104904175,0.0,0.5590000152587891,0.0,TYC 1008-1200-1,G,271.63159580645,0.0143,8.74857256173,0.0146,0.3227,0.0193,16.7197,7.81,-1.336,0.017,7.695,0.018,31,,,1.039,10.189405,0.002822
0,CFHT 2019,MINCE I\II,PAPER I,mince2,4130,0.66,1.99,250.38552724416,36.41181478855,1328057351677265920,0,0.31000006198883057,0.0,0.3400000333786011,0.08,0.5399999618530273,0.23,0.6299999952316284,0.03,0.3999999761581421,0.13,0.3500000238418579,0.08,TYC2588_1386_1,0.36000001430511475,0.13,0.36000001430511475,0.08,0.3900001049041748,0.1,12.182000160217285,0.08,-0.009999990463256836,0.0,-0.25,0.1,-1.733,0.122,-1.701,0.204,0.15999996662139893,0.13,-0.019999980926513672,0.17,-0.4700000286102295,0.07,-0.039999961853027344,0.2,-0.47699999809265137,0,-0.06199999898672104,0.0,0.45,0.02,0.2460000067949295,0.0,0.328000009059906,0.0,0.06599999964237213,0.0,0.27300000190734863,0.0,0.3409999907016754,0.0,0.4480000138282776,0.0,0.6129999756813049,0.0,TYC 2588-1386-1,H,250.38552677402,0.0088,36.41181442716,0.011,0.1078,0.0114,9.433,3.922,-3.051,0.011,-2.465,0.013,31,,,1.048,11.726887,0.002848
TNGs,TNG2020_change,MINCE I\II,PAPER I,mince2,4193,0.71,2.02,195.1399818468,-7.9939367427,3628846700506717568,0,0.6499999761581421,0.0,-0.1399998664855957,0.03,0.5300000905990601,0.0,0.05000007152557373,0.0,0.33000004291534424,0.08,0.33000004291534424,0.04,BD-073523,0.31000006198883057,0.14,0.3500000238418579,0.08,0.3500000238418579,0.08,9.65999984741211,0.06,-0.029999971389770508,0.0,-0.28999996185302734,0.08,-1.951,0.103,-1.871,0.162,0.09000003337860107,0.11,-0.06999993324279785,0.15,-0.49000000953674316,0.1,-0.1399998664855957,0.06,-0.4090000092983246,0,-0.09399999678134918,0.0,0.43,0.05,0.23100000619888306,0.0,0.3009999990463257,0.0,0.09600000083446503,0.0,0.5580000281333923,0.0,0.36500000953674316,0.0,0.47699999809265137,0.0,0.781000018119812,0.0,BD-07  3523,H,195.13989283401,0.0148,-7.99395881659,0.0094,0.4292,0.0166,25.8066,20.265,-19.64,0.021,-4.994,0.013,31,,,0.96,9.126393,0.002835
0,CFHT 2020,MINCE I\II,PAPER I,mince2,4516,1.17,1.99,217.9123373569,31.9828875854,1286937751398121984,0,-96.80999755859375,0.0,-0.19000005722045898,0.05,0.5800000429153442,0.11,-96.75,0.0,0.48000001907348633,0.07,0.3799999952316284,0.06,BD+32_2483,0.2700001001358032,0.1,0.3500000238418579,0.06,0.3900001049041748,0.11,10.279999732971191,0.07,-0.06999993324279785,0.0,-0.38000011444091797,0.1,-2.245,0.105,-2.197,0.162,0.06999993324279785,0.13,0.0,0.13,-0.6099998950958252,0.07,0.08999991416931152,0.06,-0.11500000208616257,0,-0.14000000059604645,0.0,0.43,0.04,-0.16699999570846558,0.0,0.02500000037252903,0.0,-0.1850000023841858,0.0,0.1850000023841858,0.0,0.04500000178813934,0.0,0.1599999964237213,0.0,9.989999771118164,0.0,BD+32  2483,H,217.91228168557,0.0073,31.98280165634,0.0089,0.4156,0.0128,32.5484,21.842,-10.444,0.013,-19.183,0.014,31,,,0.951,9.838884,0.002762
0,CFHT 2020,MINCE I\II,PAPER I,mince2,4154,0.57,2.07,249.1381092236,20.4294629967,4563812393098031104,0,0.7699999809265137,0.0,-0.1099998950958252,0.04,0.5099999904632568,0.05,0.10000002384185791,0.0,0.4200000762939453,0.09,0.3799999952316284,0.05,BD+20_3298,0.2200000286102295,0.12,0.3500000238418579,0.08,0.3500000238418579,0.08,9.25,0.07,0.009999990463256836,0.0,-0.3299999237060547,0.09,-1.952,0.096,-1.864,0.165,0.0700000524520874,0.09,-0.059999942779541016,0.14,-0.49000000953674316,0.1,-0.04999995231628418,0.0,-0.28299999237060547,0,-0.17800000309944153,0.0,0.4,0.03,0.13199999928474426,0.0,0.23899999260902405,0.0,0.008999999612569809,0.0,0.4819999933242798,0.0,0.24400000274181366,0.0,0.3490000069141388,0.0,0.6320000290870667,0.0,BD+20  3298,G,249.13796823401,0.0107,20.42953452623,0.0107,0.4628,0.0146,31.6522,33.672,-29.623,0.013,16.009,0.013,31,,,1.034,8.777007,0.002824
0,OHP_08/20,MINCE I\II,PAPER I,mince2,4091,0.45,2.11,300.74836385894,58.01863559173,2234812157176934528,0,0.809999942779541,0.0,-0.11999988555908203,0.11,0.5400000810623169,0.0,-96.81999969482422,0.0,0.4700000286102295,0.13,0.3400000333786011,0.08,TYC_3944-698-1,0.31999993324279785,0.15,0.48000001907348633,0.12,0.5199999809265137,0.1,10.449999809265137,0.08,0.09000015258789062,0.0,-0.18999981880187988,0.08,-2.181,0.128,-2.055,0.205,0.15000009536743164,0.17,0.009999990463256836,0.15,-0.46000003814697266,0.03,0.6000000238418579,0.02,-0.5289999842643738,0,-0.09000000357627869,0.0,0.39,0.02,-0.07199999690055847,0.0,0.039000000804662704,0.0,-0.13199999928474426,0.0,0.22100000083446503,0.0,0.04500000178813934,0.0,0.19599999487400055,0.0,0.5609999895095825,0.0,TYC 3944-698-1,H,300.74836291147,0.0108,58.01863520306,0.0109,0.2676,0.0112,23.8817,4.362,-3.602,0.013,-2.46,0.014,31,,,0.95,9.892493,0.00333
0,OHP_08/20,MINCE I\II,PAPER I,mince2,4660,0.96,2.11,330.44206037701,62.46134304806,2204221372879385216,0,1.0899999141693115,0.0,-0.1499999761581421,0.04,0.5199999809265137,0.0,0.0,0.0,0.2200000286102295,0.04,0.3400000333786011,0.08,TYC_4267-2023-1,0.41999995708465576,0.11,0.5299999713897705,0.13,0.5199999809265137,0.15,10.260000228881836,0.05,0.0,0.0,-0.20000004768371582,0.09,-1.737,0.14,-2.083,0.155,0.25999999046325684,0.16,-0.019999980926513672,0.19,-0.26999998092651367,0.03,-0.3399999141693115,0.02,0.07699999958276749,0,-0.18299999833106995,0.0,0.38,0.09,0.05000000074505806,0.0,0.15700000524520874,0.0,-0.054999999701976776,0.0,0.05999999865889549,0.0,0.14399999380111694,0.0,0.2150000035762787,0.0,0.31700000166893005,0.0,TYC 4267-2023-1,S,330.44206161496,0.0092,62.46134544435,0.0098,0.622,0.0105,59.4393,17.898,4.246,0.013,17.388,0.013,31,,,0.891,9.502825,0.002782
0,CFHT 2020,MINCE I\II,PAPER I,mince2,4565,1.15,2.03,157.0717868218,30.4414551295,747669354292137472,0,0.9600000381469727,0.029999999329447746,-0.13000011444091797,0.02,0.6399998664855957,0.14,-96.62999725341797,0.0,0.559999942779541,0.09,0.4099998474121094,0.06,BD+31_2143,0.26999998092651367,0.13,0.3899998664855957,0.07,0.38999998569488525,0.13,9.210000038146973,0.07,-0.09000015258789062,0.0,-0.3900001049041748,0.1,-2.361,0.101,-2.239,0.116,0.029999971389770508,0.06,0.009999990463256836,0.1,-0.5500001907348633,0.0,0.15999984741210938,0.03,0.050999999046325684,0,-0.0989999994635582,0.0,0.38,0.05,-0.04899999871850014,0.0,0.006000000052154064,0.0,-0.11900000274181366,0.0,0.23399999737739563,0.0,0.010999999940395355,0.0,0.21400000154972076,0.0,0.14100000262260437,0.0,BD+31  2143,S,157.07175275159,0.0115,30.44126036941,0.0115,0.6252,0.0138,45.2996,44.265,-6.682,0.014,-43.757,0.014,31,,,0.884,8.878562,0.002776
0,CFHT 2020,MINCE I\II,PAPER I,mince2,4468,1.0,2.04,209.8322602094,48.093199306,1509607788238564992,0,0.9100000858306885,0.05000000074505806,-0.1100001335144043,0.03,0.6599999666213989,0.13,-96.70999908447266,0.0,0.4599999189376831,0.08,0.3799999952316284,0.07,BD+48_2167,0.24000012874603271,0.11,0.38999998569488525,0.07,0.37000012397766113,0.1,9.75,0.06,-0.09000015258789062,0.0,-0.440000057220459,0.09,-2.279,0.107,-2.15,0.123,0.07999992370605469,0.14,-0.04999995231628418,0.12,-0.5799999237060547,0.05,0.09999990463256836,0.01,-0.0560000017285347,0,-0.164000004529953,0.0,0.38,0.02,0.09200000017881393,0.0,0.11599999666213989,0.0,-0.08399999886751175,0.0,0.36899998784065247,0.0,0.0860000029206276,0.0,0.29899999499320984,0.0,0.5090000033378601,0.0,BD+48  2167,H,209.83221897743,0.0083,48.0931106353,0.0095,0.4565,0.0117,39.1799,20.815,-6.055,0.01,-19.915,0.012,31,,,0.946,9.332142,0.002783
TNGs,TNG2020_change,MINCE I\II,PAPER I,mince2,4276,0.7,2.08,320.53478760662,25.75435309796,1846612603278169600,0,0.6800000667572021,0.05999999865889549,-0.2200000286102295,0.05,0.5,0.0,-96.72000122070312,0.0,0.3399999141693115,0.08,0.309999942779541,0.06,BD+25_4520,0.19000005722045898,0.13,0.24000000953674316,0.08,0.18000006675720215,0.09,9.779999732971191,0.06,-0.1100001335144043,0.0,-0.31999993324279785,0.07,-2.277,0.096,-2.128,0.172,0.06999993324279785,0.14,-0.039999961853027344,0.12,-0.4200000762939453,0.23,-0.08999991416931152,0.02,-0.25,0,-0.414000004529953,0.0,0.34,0.06,-0.3179999887943268,0.0,-0.16300000250339508,0.0,-0.41999998688697815,0.0,9.989999771118164,0.0,-0.13300000131130219,0.0,0.06700000166893005,0.0,9.989999771118164,0.0,BD+25  4520,H,320.53479094645,0.014,25.75435196767,0.0115,0.3991,0.0181,22.0944,22.979,21.567,0.015,-7.931,0.013,31,,,1.047,9.258242,0.002801
0,OHP_08/20,MINCE I\II,PAPER I,mince2,4295,0.66,2.12,287.33018372568,63.06225134521,2252491715737828864,0,0.7800000905990601,0.0,-0.26999998092651367,0.11,0.3999999761581421,0.07,-96.7300033569336,0.0,0.15000009536743164,0.07,0.19000005722045898,0.06,TYC_4221-640-1,0.10000014305114746,0.1,0.07999992370605469,0.08,0.10000014305114746,0.1,11.119999885559082,0.11,-0.15000009536743164,0.0,-0.23000001907348633,0.08,-2.267,0.105,-2.189,0.219,0.1099998950958252,0.13,-0.019999980926513672,0.13,-0.5299999713897705,0.03,0.019999980926513672,0.04,-0.4429999887943268,0,-0.2639999985694885,0.0,0.33,0.05,-0.27799999713897705,0.0,-0.1379999965429306,0.0,-0.34599998593330383,0.0,0.007000000216066837,0.0,-0.003000000026077032,0.0,0.23199999332427979,0.0,0.4970000088214874,0.0,TYC 4221-640-1,G,287.33018068437,0.0115,63.06225078591,0.0103,0.1933,0.0112,17.2387,10.733,-10.111,0.017,-3.601,0.013,31,,,1.13,10.586113,0.002798
Spito_NOT,NOT_61_Spito,MINCE I\II,PAPER I,mince2,4757,1.64,1.86,316.8045736878,7.7388191783,1737165669660120320,0,-97.11000061035156,0.0,-0.43000006675720215,0.02,0.3200000524520874,0.09,-97.05000305175781,0.0,0.23000001907348633,0.07,0.2200000286102295,0.05,BD+074625,0.11000001430511475,0.09,0.23000001907348633,0.07,0.2200000286102295,0.08,8.869999885559082,0.06,-0.09999990463256836,0.0,-0.36999988555908203,0.05,-1.926,0.102,-1.917,0.13,0.020000100135803223,0.14,-0.08999991416931152,0.12,-0.7599999904632568,0.0,-0.11999988555908203,0.03,-0.367000013589859,0,-0.2720000147819519,0.0,0.29,0.06,-0.004000000189989805,0.0,0.23800000548362732,0.0,0.05900000035762787,0.0,0.47600001096725464,0.0,0.23399999737739563,0.0,0.35600000619888306,0.0,0.4059999883174896,0.0,BD+07  4625,H,316.80435802019,0.0137,7.73857898784,0.0081,1.22,0.0173,70.3913,72.58,-48.138,0.018,-54.319,0.011,31,,,0.979,8.619643,0.002759
TNGs,TNG2020_change,MINCE I\II,PAPER I,mince2,4287,0.7,2.05,234.440962956,11.6032232009,1190179181964770432,2,0.7699999809265137,0.009999999776482582,-0.11000001430511475,0.03,0.5600000619888306,0.0,0.18000006675720215,0.06,0.3400000333786011,0.05,0.40000009536743164,0.05,HD139423,0.28999996185302734,0.12,0.40000009536743164,0.09,0.3799999952316284,0.12,8.4399995803833,0.06,0.0,0.0,-0.21999990940093994,0.06,-1.703,0.109,-1.784,0.149,0.12000000476837158,0.13,-0.059999942779541016,0.12,-0.440000057220459,0.12,-0.09999990463256836,0.06,-0.05700000002980232,0,-0.1420000046491623,0.0,-0.14,0.07,0.0,0.0,0.27300000190734863,0.0,0.006000000052154064,0.0,0.35600000619888306,0.0,0.335999995470047,0.0,0.4729999899864197,0.0,0.5830000042915344,0.0,HD 139423,H,234.4408871045,0.0163,11.60293831971,0.0155,0.6829,0.0206,33.2279,66.272,-16.711,0.02,-64.13,0.019,31,,,0.987,8.025946,0.002807
0,CFHT 2020,MINCE I\II,PAPER I,mince2,4909,1.73,1.94,270.9473010892,39.5420147547,4610514630524769408,0,-96.54000091552734,0.0,-96.41999816894531,0.0,0.46000003814697266,0.07,-96.41999816894531,0.0,0.4700000286102295,0.04,0.3599998950958252,0.1,BD+39_3309,0.1400001049041748,0.14,0.4399998188018799,0.09,0.4200000762939453,0.14,9.829999923706055,0.0,-0.13000011444091797,0.0,-0.20000004768371582,0.01,-2.584,0.131,-2.455,0.126,0.1699998378753662,0.05,0.1399998664855957,0.08,-96.41999816894531,0.0,0.4399998188018799,0.05,0.27399998903274536,0,0.007000000216066837,0.0,-9999.0,0.0,-0.4259999990463257,0.0,9.989999771118164,0.0,9.989999771118164,0.0,9.989999771118164,0.0,9.989999771118164,0.0,9.989999771118164,0.0,9.989999771118164,0.0,BD+39  3309,G,270.94723989385,0.0093,39.54211562921,0.011,0.7527,0.0108,70.0049,24.923,-10.448,0.012,22.627,0.014,31,,,1.027,9.608741,0.002765
ESO,ESO UVES 105,MINCE III,Chile group,mince2,4564,1.15,2.0,277.440178416,-44.4078410954,6709735731028644864,0,999.9990234375,999.9990234375,-0.09699999999999998,0.039,0.4620000000000001,0.058,0.21300000000000008,0.128,0.28300000000000014,0.071,0.41500000000000004,0.025,CD-44_12644,0.33899999999999997,0.104,0.4590000000000001,0.059,0.43599999999999994,0.104,0.129,0.042,0.051000000000000156,0.0,-0.16799999999999993,0.048,-1.443,0.119,-1.655,0.068,0.18200000000000016,0.118,-0.016000000000000014,0.14,-0.393,0.066,-0.20999999999999996,0.0,-0.06899999999999995,0,0.17100000000000004,0.0,0.73,0.0,0.6080000000000001,0.0,0.607,0.0,0.5329999999999999,0.0,0.53,0.0,0.6440000000000001,0.0,0.721,0.0,0.768,0.0,CD-44 12644,T,277.44016517158,0.0123,-44.40794771279,0.0111,0.5829,0.0154,37.7568,24.17,-2.128,0.014,-24.076,0.012,31,,,1.016,9.282762,0.00276
0,ESO 106 req,MINCE III,Chile group,mince2,4280,1.15,1.81,160.4999313808,-14.6873241064,3749791536453362432,0,999.9990234375,999.9990234375,0.09799999999999986,0.011,0.693,0.1,0.5279999999999999,0.068,0.59,0.121,0.45699999999999996,0.066,BD-13_3195,0.397,0.143,0.4879999999999999,0.08,0.43300000000000005,0.076,0.15900000000000003,0.092,0.11299999999999999,0.0,-0.14200000000000013,0.094,-1.412,0.153,-1.431,0.115,0.21299999999999986,0.146,0.07399999999999984,0.133,-0.19400000000000017,0.109,-0.04500000000000015,0.029,-997.588,0,0.3640000000000001,0.0,0.7210000000000001,0.0,0.4850000000000001,0.0,0.3560000000000001,0.0,0.31699999999999995,0.0,0.27,0.0,-997.569,0.0,0.5391,0.0,0.42800000000000016,0.0,BD-13  3195,T,160.49998596186,0.0171,-14.68743295054,0.0165,0.7884,0.022,35.9155,26.968,11.705,0.025,-24.296,0.024,95,1.4236,0.0049,0.974,9.157364,0.002769
0,ESO 106 req,MINCE III,Chile group,mince2,4551,1.23,1.96,64.5898811956,-23.3942015518,4897427826105156096,0,999.9990234375,999.9990234375,-0.051999999999999824,0.11,0.4480000000000002,0.067,0.040000000000000036,0.109,0.40800000000000014,0.112,0.40900000000000003,0.045,CD-23_1855,0.2450000000000001,0.113,0.3920000000000001,0.068,0.32600000000000007,0.11,0.02400000000000002,0.069,-0.018000000000000016,0.0,-0.2699999999999998,0.052,-1.957,0.105,-1.899,0.096,0.11699999999999999,0.108,0.03200000000000003,0.113,-0.4570000000000001,0.089,0.007000000000000117,0.015,-0.2270000000000001,0,0.19900000000000007,0.0,0.696,0.0,0.21500000000000008,0.0,0.3460000000000001,0.0,0.23199999999999998,0.0,-997.101,0.0,0.45199999999999996,0.0,0.635,0.0,0.754,0.0,CD-23  1855,H,64.58993515772,0.008,-23.39430740256,0.0094,0.5122,0.0136,37.544,26.447,11.231,0.012,-23.944,0.014,31,,,0.996,9.735675,0.002762
0,ESO 106 req,MINCE III,Chile group,mince2,4266,1.25,1.8,125.9320926464,-50.9731576583,5322479814316334720,0,999.9990234375,999.9990234375,-0.006000000000000005,0.044,0.6559999999999999,0.067,0.22299999999999986,0.074,0.589,0.119,0.494,0.048,TYC_8161-753-1,0.3400000000000001,0.138,0.33999999999999986,0.059,0.45300000000000007,0.091,-0.038000000000000034,0.057,-0.03100000000000014,0.0,-0.3420000000000003,0.091,-1.769,0.134,-1.56,0.117,0.10499999999999998,0.123,0.008999999999999897,0.1,-0.43399999999999994,0.152,0.2569999999999999,0.021,-0.17500000000000004,0,0.15400000000000014,0.0,0.657,0.0,0.42800000000000016,0.0,0.3380000000000001,0.0,0.27900000000000014,0.0,0.21300000000000008,0.0,0.363,0.0,0.375,0.0,0.488,0.0,TYC 8161-753-1,H,125.93217546448,0.0102,-50.97319231952,0.0101,0.9161,0.0109,84.0872,14.05,11.8,0.013,-7.626,0.012,31,,,1.044,9.479089,0.002771
0,ESO UVES 105,MINCE III,Chile group,mince2,4140,0.9,1.89,309.289665045,-33.5082825019,6791932712052452352,0,999.9990234375,999.9990234375,0.15500000000000003,0.052,0.6180000000000001,0.081,0.494,0.063,0.46199999999999997,0.1,0.41700000000000004,0.051,CD-33_15063,0.23199999999999998,0.146,0.44799999999999995,0.081,0.3560000000000001,0.132,0.05600000000000005,0.064,0.06000000000000005,0.0,-0.264,0.104,-1.804,0.157,-1.606,0.152,0.15300000000000002,0.145,-0.008999999999999897,0.147,-0.397,0.119,0.05699999999999994,0.012,-0.1479999999999999,0,0.15200000000000014,0.0,0.5930000000000002,0.0,0.7150000000000001,0.0,0.42300000000000004,0.0,0.397,0.0,0.18100000000000005,0.0,0.4500000000000002,0.0,0.26,0.0,0.18100000000000005,0.0,CD-33 15063,S,309.28967504252,0.0134,-33.50840226914,0.0084,0.3926,0.0181,21.6769,27.156,1.89,0.017,-27.09,0.015,95,1.4082,0.0032,0.93,9.601243,0.002788
0,ESO UVES 105,MINCE III,Chile group,mince2,4105,0.72,1.96,289.3299619014,-29.4674693026,6759417129565467904,0,999.9990234375,999.9990234375,-0.020999999999999908,0.031,0.56,0.05,0.15900000000000003,0.128,0.371,0.123,0.41000000000000014,0.055,CD-29_15930,0.2430000000000001,0.115,0.41800000000000015,0.063,0.365,0.059,0.050999999999999934,0.06,0.02300000000000013,0.0,-0.28300000000000014,0.116,-1.796,0.111,-1.661,0.123,0.131,0.148,0.0040000000000000036,0.139,-0.3600000000000001,0.127,-997.204,-999.0,-0.3579999999999999,0,0.07600000000000007,0.0,0.5700000000000001,0.0,0.125,0.0,0.052000000000000046,0.0,-0.08000000000000007,0.0,0.08499999999999996,0.0,-997.339,0.0,0.2510000000000001,0.0,0.42210000000000014,0.0,CD-29 15930,T,289.32997027989,0.0128,-29.46750383636,0.0121,0.3654,0.0153,23.8568,8.087,1.47,0.015,-7.952,0.012,31,,,0.89,9.674984,0.002937
0,ESO 106 req,MINCE III,Chile group,mince2,4344,0.48,2.19,156.4413750171,-17.9890149792,3747380238733968256,0,999.9990234375,999.9990234375,-0.07199999999999984,0.045,0.4690000000000001,0.08,-0.010999999999999899,0.124,0.256,0.112,0.41500000000000004,0.044,BD-17_3143,0.22799999999999998,0.094,0.4890000000000001,0.093,0.4269999999999998,0.126,0.14200000000000013,0.071,0.10699999999999998,0.0,-0.22299999999999986,0.087,-1.683,0.144,-1.908,0.112,0.14200000000000013,0.131,-0.028000000000000025,0.149,-0.3720000000000001,0.064,-0.258,0.004,-0.23699999999999988,0,0.028999999999999915,0.0,0.5569999999999999,0.0,0.23199999999999998,0.0,0.30099999999999993,0.0,0.19699999999999984,0.0,0.32399999999999984,0.0,0.3599999999999999,0.0,0.5029999999999999,0.0,0.5999999999999999,0.0,BD-17  3143,T,156.44138632521,0.0131,-17.98906363265,0.0147,0.2413,0.0156,15.4589,11.066,2.459,0.017,-10.79,0.018,31,,,0.952,9.974993,0.002792
