OBS,facility,has_paper_olda_1,who,selection_1,Teff,logg,micro,ra,dec,source_id,GroupSize_2,O,Ostd,Na,Nastd,Mg,Mgstd,Al,Alstd,Si,Sistd,Ca,Castd,target_id,ScII,ScIIstd,TiI,TiIstd,TiII,TiIIstd,V,Vstd,Cr,Crstd,Mn,Mnstd,Fe,Festd,FeII,FeIIstd,Co,Costd,Ni,Nistd,Cu,Custd,Zn,Znstd,Sr,Srstd,Y,Ystd,Zr,Zrstd,Ba,Bastd,La,Lastd,Ce,Cestd,Pr,Prstd,Nd,Ndstd,Sm,Smstd,Eu,Eustd,main_id_2,Strut,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_params_solved,pseudocolour,pseudocolour_error,ruwe,phot_g_mean_mag,phot_g_mean_mag_error
0,ESO 106 req,MINCE III,Chile group,mince2,4245,0.91,1.97,69.3153152293,-13.6466934645,3174402807987539584,0,999.9990234375,999.9990234375,-0.07400000000000007,0.098,0.5369999999999999,0.056,0.11099999999999999,0.116,0.42199999999999993,0.079,0.401,0.059,BD-13_934,0.16500000000000004,0.121,0.369,0.06,0.28500000000000014,0.076,0.01200000000000001,0.064,0.03699999999999992,0.0,-0.2769999999999999,0.085,-1.93,0.12,-1.729,0.123,0.11799999999999988,0.131,0.018999999999999906,0.133,-0.39500000000000024,0.138,0.09199999999999986,0.003,-0.038000000000000034,0,0.06800000000000006,0.0,0.4760000000000002,0.0,0.07400000000000007,0.0,0.1260000000000001,0.0,-0.040999999999999925,0.0,0.1140000000000001,0.0,0.19300000000000006,0.0,0.3440000000000001,0.0,0.5430000000000001,0.0,BD-13   934,T,69.31540457366,0.0097,-13.64671274232,0.0076,0.501,0.0161,31.0476,20.074,19.598,0.011,-4.344,0.01,31,,,1.005,9.528528,0.002772
0,ESO 106 req,MINCE III,Chile group,mince2,4367,0.98,1.96,119.945121626,-17.3856538639,5717948445741886720,0,999.9990234375,999.9990234375,-0.10000000000000009,0.036,0.488,0.072,-0.014000000000000012,0.104,0.3560000000000001,0.115,0.4019999999999999,0.047,BD-16_2232,0.19600000000000017,0.097,0.3580000000000001,0.059,0.3250000000000002,0.091,0.013000000000000123,0.053,0.018000000000000016,0.0,-0.2370000000000001,0.071,-1.77,0.124,-1.701,0.1,0.137,0.153,0.015000000000000124,0.145,-0.43000000000000016,0.135,-0.06299999999999994,0.001,-0.2650000000000001,0,-0.02299999999999991,0.0,0.4500000000000002,0.0,0.040000000000000036,0.0,0.16000000000000014,0.0,0.04600000000000004,0.0,0.18600000000000017,0.0,0.2530000000000001,0.0,0.4670000000000001,0.0,0.683,0.0,BD-16  2232,H,119.94508774551,0.0095,-17.38559326397,0.0095,0.5935,0.0149,39.8001,15.508,-7.311,0.014,13.676,0.012,31,,,1.152,9.505624,0.002761
0,ESO 106 req,MINCE III,Chile group,mince2,4343,0.78,2.06,91.2959917183,-33.1464333107,2889748799564531968,0,999.9990234375,999.9990234375,0.21899999999999986,0.041,0.3979999999999999,0.067,0.6829999999999998,0.076,0.33899999999999997,0.076,0.3859999999999999,0.062,CD-33_2721,0.18799999999999994,0.099,0.3899999999999999,0.068,0.3500000000000001,0.069,0.03399999999999981,0.044,0.04599999999999982,0.0,-0.2390000000000001,0.064,-1.882,0.118,-1.905,0.126,0.06999999999999984,0.128,-0.026000000000000023,0.137,-0.4570000000000001,0.075,-0.13400000000000012,0.003,-0.2380000000000002,0,-0.050999999999999934,0.0,0.41100000000000003,0.0,0.18399999999999994,0.0,0.16799999999999993,0.0,0.029000000000000137,0.0,0.17300000000000004,0.0,0.21599999999999997,0.0,0.361,0.0,0.46799999999999997,0.0,CD-33  2721,H,91.29598590854,0.0097,-33.14647423296,0.0116,0.5258,0.0131,40.1318,9.228,-1.12,0.014,-9.16,0.016,31,,,1.067,9.008746,0.002784
0,ESO UVES 105,MINCE III,Chile group,mince2,4291,0.96,1.93,308.5865357837,-28.5425881231,6798575067954225280,0,999.9990234375,999.9990234375,0.1379999999999999,0.038,0.4229999999999998,0.092,0.6179999999999999,0.098,0.33799999999999986,0.115,0.3819999999999999,0.051,CD-28_16762,0.19700000000000006,0.133,0.34099999999999997,0.07,0.272,0.08,0.028999999999999915,0.067,0.05599999999999983,0.0,-0.2100000000000002,0.052,-1.632,0.127,-1.524,0.115,0.11199999999999988,0.13,-0.028000000000000025,0.129,-0.45799999999999996,0.128,-0.06700000000000017,0.001,-0.33000000000000007,0,-0.11299999999999999,0.0,0.40900000000000003,0.0,0.17799999999999994,0.0,0.17900000000000005,0.0,0.2670000000000001,0.0,0.20799999999999996,0.0,0.2450000000000001,0.0,0.387,0.0,0.593,0.0,CD-28 16762,H,308.5865680701,0.0135,-28.54267278997,0.0106,0.4358,0.0148,29.379,20.179,6.532,0.016,-19.092,0.013,31,,,1.138,9.677214,0.002769
ESO,ESO 106 req,MINCE III,Chile group,mince2,4584,1.26,1.97,6.1115556951,-61.6943831516,4901998736459238784,0,999.9990234375,999.9990234375,-0.1280000000000001,0.039,0.5219999999999998,0.08,0.11199999999999988,0.0,0.3769999999999998,0.14,0.3689999999999998,0.054,CD-62_15,0.1649999999999998,0.028,0.3749999999999998,0.132,0.33699999999999974,0.092,0.0129999999999999,0.13,-0.06200000000000028,0.0,-0.30000000000000027,0.037,-2.106,0.118,-2.058,0.109,0.041999999999999815,0.153,9.999999999998899E-4,0.126,-0.359,0.063,0.04599999999999982,0.019,-0.16500000000000004,0,-0.03300000000000036,0.0,0.4029999999999998,0.0,-0.03600000000000003,0.0,0.009999999999999787,0.0,-0.10400000000000009,0.0,-996.942,0.0,0.07899999999999974,0.0,0.20799999999999974,0.0,0.29699999999999993,0.0,CD-62    15,H,6.11159325447,0.0103,-61.69453628504,0.0108,0.5813,0.0135,43.1114,34.863,4.099,0.012,-34.622,0.013,31,,,1.028,9.434647,0.002764
0,ESO UVES 105,MINCE III,Chile group,mince2,4767,1.82,1.82,343.9102423443,-18.7649975659,2402811860245032448,0,999.9990234375,999.9990234375,-0.008000000000000007,0.043,0.5519999999999998,0.033,-996.491,-999.0,0.5099999999999998,0.146,0.48099999999999987,0.059,BD-19_6363,0.09399999999999986,0.024,0.367,0.074,0.44300000000000006,0.096,-0.1160000000000001,0.141,-0.06600000000000028,0.0,-0.3810000000000002,0.042,-2.509,0.119,-2.367,0.131,0.0129999999999999,0.08,0.06499999999999995,0.132,-996.491,-999.0,0.2609999999999997,0.023,-0.10400000000000009,0,-0.02300000000000013,0.0,0.399,0.0,-0.028999999999999915,0.0,0.07600000000000007,0.0,-9.999999999998899E-4,0.0,-996.633,0.0,0.1459999999999999,0.0,0.401,0.0,0.21799999999999997,0.0,BD-19  6363,H,343.91024468272,0.0432,-18.76515268253,0.0351,0.5917,0.0459,12.8813,33.976,-0.805,0.07,-33.967,0.046,31,,,3.438,9.776914,0.002764
0,ESO 106 req,MINCE III,Chile group,mince2,4424,1.24,1.86,20.3614736635,-35.6839618078,5013432934264533760,0,999.9990234375,999.9990234375,-0.18799999999999994,0.038,0.4119999999999999,0.051,-0.016000000000000014,0.11,0.29200000000000004,0.106,0.3360000000000001,0.049,CD-36_518,0.14500000000000002,0.098,0.29499999999999993,0.059,0.2469999999999999,0.051,-0.06699999999999995,0.046,-0.001000000000000112,0.0,-0.2929999999999999,0.055,-1.736,0.114,-1.585,0.121,0.010999999999999899,0.131,-0.07099999999999995,0.107,-0.5469999999999999,0.123,-0.07600000000000007,0.029,-0.2490000000000001,0,-0.06800000000000006,0.0,0.393,0.0,0.18300000000000005,0.0,0.17300000000000004,0.0,0.08699999999999997,0.0,0.16999999999999993,0.0,0.242,0.0,0.369,0.0,0.53,0.0,CD-36   518,H,20.36161194181,0.0078,-35.68396113815,0.009,0.6014,0.0149,40.4612,25.451,25.451,0.007,0.122,0.011,31,,,0.985,9.502958,0.00276
0,ESO 106 req,MINCE III,Chile group,mince2,4167,0.82,1.93,173.9757937021,-43.6993904805,5381981878914220160,0,999.9990234375,999.9990234375,-0.18300000000000005,0.055,0.43900000000000006,0.084,-0.0020000000000000018,0.088,0.33099999999999996,0.121,0.2889999999999999,0.061,CD-43_7161,0.19100000000000006,0.1,0.32800000000000007,0.071,0.2689999999999999,0.071,-0.03200000000000003,0.088,-0.004999999999999893,0.0,-0.31099999999999994,0.131,-1.5,0.131,-1.343,0.164,0.08600000000000008,0.139,-0.0029999999999998916,0.131,-0.4890000000000001,0.095,-0.09099999999999997,0.0,-0.5779999999999998,0,-0.1060000000000001,0.0,0.37,0.0,0.21500000000000008,0.0,0.06299999999999994,0.0,-0.01100000000000012,0.0,0.15300000000000002,0.0,0.20700000000000007,0.0,0.29600000000000004,0.0,0.638,0.0,CD-43  7161,G,173.97589695847,0.0086,-43.69948485989,0.0074,0.4816,0.0113,42.5546,26.932,16.763,0.01,-21.08,0.009,31,,,0.915,9.458072,0.002859
0,ESO 106 req,MINCE III,Chile group,mince2,4345,0.74,2.1,46.6046496185,-15.0035846765,5155555974773279744,0,999.9990234375,999.9990234375,-0.19899999999999984,0.086,0.4660000000000002,0.082,-0.11899999999999977,0.0,0.3330000000000002,0.085,0.3570000000000002,0.047,HD_19367,0.16899999999999982,0.081,0.3760000000000001,0.08,0.2919999999999998,0.079,0.028000000000000025,0.069,0.02200000000000024,0.0,-0.2469999999999999,0.048,-2.123,0.139,-2.078,0.11,0.12100000000000044,0.106,-0.008999999999999897,0.138,-0.46399999999999997,0.045,-0.10699999999999976,0.028,-0.25799999999999956,0,-0.09200000000000008,0.0,0.3599999999999999,0.0,0.18399999999999994,0.0,0.23499999999999988,0.0,0.1259999999999999,0.0,0.34899999999999975,0.0,0.2749999999999999,0.0,0.5169999999999999,0.0,0.7279999999999998,0.0,HD  19367,H,46.60469997807,0.014,-15.00364265539,0.0129,0.3922,0.0157,25.01,17.101,10.922,0.018,-13.159,0.016,31,,,1.039,9.315125,0.002819
0,MIKE_14.10,MINCE III,Chile group,mince2,4285,1.15,1.81,16.45533981843,-26.66264020601,5034551735135354496,0,999.9990234375,999.9990234375,-0.08499999999999996,0.041,0.4690000000000001,0.074,0.08099999999999996,0.075,0.389,0.075,0.391,0.055,HD_6518,0.31299999999999994,0.123,0.357,0.076,0.29599999999999993,0.072,0.02400000000000002,0.086,0.028000000000000025,0.0,-0.20899999999999985,0.057,-1.437,0.141,-1.285,0.135,0.131,0.129,0.0030000000000001137,0.124,-0.44099999999999984,0.071,-0.03699999999999992,0.037,-0.42799999999999994,0,-0.15700000000000003,0.0,0.35399999999999987,0.0,0.008000000000000007,0.0,-0.030000000000000027,0.0,-0.129,0.0,0.06099999999999994,0.0,-997.715,0.0,0.31099999999999994,0.0,0.47899999999999987,0.0,HD   6518,H,16.45534631903,0.0176,-26.6626429859,0.0132,0.7279,0.0224,32.5357,46.167,41.705,0.024,-19.8,0.03,31,,,1.016,8.965139,0.002765
0,ESO UVES 105,MINCE III,Chile group,mince2,4100,0.71,1.91,200.7025504292,-29.2200580409,6182273924132372352,0,999.9990234375,999.9990234375,0.026000000000000023,0.062,0.3770000000000001,0.062,0.16300000000000014,0.068,0.20900000000000007,0.131,0.2510000000000001,0.037,CD-28_10039,0.051999999999999935,0.126,0.30400000000000005,0.077,0.09899999999999987,0.098,0.026000000000000023,0.079,0.05900000000000016,0.0,-0.34399999999999986,0.12,-1.116,0.201,-1.015,0.139,0.01200000000000001,0.15,-0.04799999999999982,0.113,-0.34199999999999986,0.12,-0.33199999999999985,0.005,-997.884,0,-0.020000000000000018,0.0,0.34699999999999986,0.0,0.17299999999999993,0.0,0.31799999999999995,0.0,-0.1060000000000001,0.0,0.15599999999999992,0.0,-997.985,0.0,-997.985,0.0,0.5216999999999998,0.0,CD-28 10039,T,200.70252875559,0.0164,-29.22004472733,0.0127,0.4351,0.0198,22.0055,5.0,-4.097,0.021,2.865,0.015,31,,,1.13,9.255157,0.002802
0,ESO 106 req,MINCE III,Chile group,mince2,4323,0.63,2.17,28.1215249081,-39.6651475555,4961165724893425792,0,999.9990234375,999.9990234375,-0.2469999999999999,0.045,0.5529999999999999,0.003,-996.516,-999.0,0.46499999999999986,0.086,0.379,0.098,CD-40_471,0.23099999999999987,0.097,0.36499999999999977,0.091,0.3899999999999997,0.089,-0.0259999999999998,0.094,-0.027000000000000135,0.0,-0.363,0.069,-2.484,0.136,-2.465,0.126,0.1259999999999999,0.109,-0.008000000000000007,0.13,-0.46799999999999997,0.114,-0.1080000000000001,0.033,-0.23499999999999988,0,-0.09200000000000008,0.0,0.34,0.0,0.22299999999999986,0.0,0.18599999999999994,0.0,0.05699999999999994,0.0,0.29400000000000004,0.0,0.29899999999999993,0.0,0.5529999999999999,0.0,0.7179999999999997,0.0,CD-40   471,H,28.12155221742,0.0071,-39.66521845073,0.0088,0.3549,0.0121,29.2773,16.807,4.912,0.008,-16.073,0.01,31,,,0.965,9.227561,0.00281
0,ESO 106 req,MINCE III,Chile group,mince2,4118,0.58,2.06,183.4036252087,-53.2202493022,6077020253002583424,0,999.9990234375,999.9990234375,-0.08499999999999996,0.13,0.55,0.06,0.16300000000000026,0.114,0.44000000000000017,0.071,0.3730000000000002,0.058,TYC_8633-2281-1,0.11599999999999988,0.151,0.3670000000000002,0.083,0.33899999999999997,0.119,0.05300000000000016,0.044,0.049000000000000155,0.0,-0.22599999999999998,0.075,-2.047,0.185,-1.801,0.124,0.07700000000000018,0.097,0.027000000000000135,0.121,-0.4039999999999999,0.142,0.03000000000000025,0.0,-0.3959999999999999,0,-0.244,0.0,0.33399999999999985,0.0,0.1359999999999999,0.0,0.006000000000000005,0.0,-0.09099999999999997,0.0,0.026000000000000023,0.0,0.05899999999999994,0.0,0.19999999999999996,0.0,0.365,0.0,TYC 8633-2281-1,G,183.40373755552,0.0081,-53.22027499972,0.0098,0.5249,0.0139,37.832,16.159,15.143,0.01,-5.641,0.012,31,,,0.904,8.870806,0.002837
0,ESO UVES 105,MINCE III,Chile group,mince2,4046,0.8,1.85,359.8814379602,-27.2812855024,2334178733827591424,0,999.9990234375,999.9990234375,-0.06099999999999994,0.052,0.4690000000000001,0.067,0.07300000000000018,0.065,0.3690000000000001,0.139,0.3370000000000001,0.051,CD-27_16505,0.15599999999999992,0.14,0.3810000000000001,0.079,0.17099999999999993,0.103,0.09099999999999997,0.072,0.07500000000000018,0.0,-0.19799999999999995,0.131,-1.326,0.156,-1.089,0.142,0.14800000000000013,0.143,0.027000000000000135,0.13,-0.401,0.092,-0.16199999999999992,0.001,-997.674,0,-0.09899999999999998,0.0,0.33299999999999996,0.0,0.04699999999999993,0.0,0.008000000000000007,0.0,-0.16199999999999992,0.0,0.16099999999999992,0.0,-997.911,0.0,0.4029999999999999,0.0,0.611,0.0,CD-27 16505,H,359.88130613318,0.0156,-27.28146572173,0.0135,0.4816,0.02,24.0902,48.354,-26.151,0.016,-40.672,0.016,31,,,1.21,9.213929,0.002809
0,ESO UVES 105,MINCE III,Chile group,mince2,4265,1.0,1.87,352.9873299849,-44.2120422117,6534813945118770048,0,999.9990234375,999.9990234375,-0.23899999999999988,0.055,0.515,0.084,-0.03400000000000003,0.093,0.42500000000000004,0.091,0.29800000000000004,0.09,CD-44_15269,0.02400000000000002,0.146,0.2909999999999999,0.074,0.2529999999999999,0.073,-0.08000000000000007,0.049,-0.03699999999999992,0.0,-0.3679999999999999,0.102,-1.391,0.154,-1.19,0.167,0.07699999999999996,0.116,0.02200000000000002,0.14,-0.46199999999999997,0.093,-997.609,-999.0,-0.4079999999999999,0,-0.10899999999999999,0.0,0.32,0.0,0.4039999999999999,0.0,-0.14900000000000002,0.0,-0.18700000000000006,0.0,-0.19100000000000006,0.0,-0.06499999999999995,0.0,0.129,0.0,0.2549999999999999,0.0,CD-44 15269,T,352.98739467153,0.0115,-44.21205617076,0.0109,0.4209,0.0164,25.6985,10.946,10.468,0.013,-3.196,0.012,31,,,0.983,9.940577,0.002808
0,ESO UVES 105,MINCE III,Chile group,mince2,4063,0.75,1.93,326.6900825927,-27.7787168283,6809930269991110912,0,999.9990234375,999.9990234375,-0.18000000000000016,0.031,0.43399999999999994,0.07,0.0,0.107,0.363,0.08,0.33099999999999996,0.053,CD-28_17446,0.020000000000000018,0.111,0.30800000000000005,0.061,0.16399999999999992,0.082,-0.04800000000000004,0.037,-0.029000000000000137,0.0,-0.3210000000000002,0.099,-1.839,0.17,-1.434,0.141,0.04400000000000004,0.135,-0.015000000000000124,0.141,-0.512,0.1,-0.014000000000000012,0.009,-0.512,0,-0.22599999999999998,0.0,0.28,0.0,0.04800000000000004,0.0,0.010000000000000009,0.0,-0.10299999999999998,0.0,0.05600000000000005,0.0,0.09999999999999987,0.0,0.33899999999999997,0.0,0.571,0.0,CD-28 17446,G,326.68997897891,0.0166,-27.77883455861,0.0134,0.3143,0.0187,16.8176,33.704,-20.471,0.022,-26.774,0.016,31,,,1.078,9.494202,0.002926
0,ESO 106 req,MINCE III,Chile group,mince2,4551,1.12,2.05,126.1590226018,-17.9232155031,5708148155001776512,0,999.9990234375,999.9990234375,-0.20399999999999974,0.058,0.4940000000000002,0.09,-996.663,-999.0,0.39100000000000024,0.065,0.3740000000000001,0.046,TYC_6002-1724-1,0.11499999999999977,0.038,0.3290000000000002,0.063,0.35399999999999987,0.07,-0.0519999999999996,0.033,-0.10599999999999987,0.0,-0.45599999999999996,0.07,-2.337,0.115,-2.3,0.076,-0.0019999999999997797,0.079,-0.009999999999999787,0.108,-0.5399999999999996,0.0,-0.008999999999999897,0.029,-0.18799999999999972,0,-0.2530000000000001,0.0,0.27,0.0,-0.3120000000000003,0.0,-0.1980000000000004,0.0,-996.7,0.0,-996.7,0.0,-0.10600000000000032,0.0,0.09799999999999986,0.0,0.04400000000000004,0.0,TYC 6002-1724-1,S,126.1590437279,0.0094,-17.92332220042,0.009,0.4279,0.0128,33.5213,24.241,4.577,0.014,-23.805,0.013,31,,,0.962,9.94953,0.002772
0,ESO UVES 105,MINCE III,Chile group,mince2,4111,0.99,1.82,239.5567513585,-21.9478827202,6243483530298753536,0,999.9990234375,999.9990234375,-0.10599999999999987,0.052,0.571,0.092,0.15300000000000002,0.088,0.51,0.07,0.357,0.046,TYC_6199-351-1,0.04999999999999982,0.01,0.29499999999999993,0.066,0.21299999999999986,0.065,-0.05800000000000005,0.059,-0.10099999999999998,0.0,-0.30600000000000005,0.072,-1.659,0.156,-1.297,0.176,0.127,0.145,0.03600000000000003,0.144,-0.43700000000000006,0.109,0.1180000000000001,0.045,-0.5109999999999999,0,-0.29600000000000004,0.0,0.25,0.0,-0.13600000000000012,0.0,-0.2350000000000001,0.0,-0.30700000000000016,0.0,-0.16700000000000004,0.0,-997.703,0.0,0.10499999999999998,0.0,0.23099999999999987,0.0,TYC 6199-351-1,T,239.55671306031,0.0193,-21.94796425389,0.0132,0.5032,0.0232,21.697,19.863,-7.982,0.023,-18.188,0.017,31,,,1.129,9.710035,0.002772
0,ESO UVES 105,MINCE III,Chile group,mince2,4323,1.03,1.93,223.4246040136,-40.4989504808,6101242287993360896,0,999.9990234375,999.9990234375,-0.16599999999999993,0.038,0.391,0.074,0.10899999999999999,0.001,0.3320000000000001,0.053,0.272,0.039,CD-39_9313,0.02200000000000002,0.018,0.31899999999999995,0.061,0.22399999999999998,0.062,-0.006000000000000005,0.045,0.017000000000000126,0.0,-0.2869999999999999,0.117,-1.679,0.148,-1.473,0.152,0.10499999999999998,0.15,0.006000000000000005,0.129,-0.482,0.115,0.04600000000000004,0.0,-0.3749999999999998,0,-0.09099999999999997,0.0,0.24,0.0,0.39600000000000013,0.0,0.08100000000000018,0.0,0.01100000000000012,0.0,-0.020999999999999908,0.0,0.13000000000000012,0.0,0.16000000000000014,0.0,0.3370000000000002,0.0,CD-39  9313,T,223.42466453845,0.0135,-40.4989921368,0.0135,0.4458,0.0172,25.8987,13.965,10.381,0.015,-9.341,0.017,31,,,0.966,9.59768,0.002974
0,ESO 106 req,MINCE III,Chile group,mince2,4158,0.9,1.93,181.2893592774,-12.0814277841,3574495710443399936,0,999.9990234375,999.9990234375,-0.16900000000000004,0.028,0.5810000000000002,0.037,0.04899999999999993,0.192,0.40700000000000003,0.124,0.381,0.048,BD-11_3235,0.17099999999999982,0.134,0.3570000000000002,0.07,0.2529999999999999,0.081,0.0040000000000000036,0.07,0.008000000000000007,0.0,-0.2869999999999999,0.083,-2.108,0.137,-1.763,0.149,0.13600000000000012,0.128,0.020999999999999908,0.153,-0.4790000000000001,0.122,0.127,0.0,-0.42399999999999993,0,-0.2370000000000001,0.0,0.24,0.0,-0.15900000000000003,0.0,-0.2669999999999999,0.0,-0.3759999999999999,0.0,-0.2160000000000002,0.0,-0.14800000000000013,0.0,0.05899999999999994,0.0,0.20699999999999985,0.0,BD-11  3235,H,181.28930067308,0.0161,-12.08147620467,0.0116,0.3465,0.0181,19.1325,16.843,-12.916,0.02,-10.81,0.016,31,,,0.964,9.538624,0.002822
0,FEROS_20A,MINCE III,Camilla group,mince2,4342,1.09,1.93,120.4957289062556,-57.8675424639843,5294657359766081920,0,999.9990234375,999.9990234375,-0.19100000000000028,0.028,0.4909999999999999,0.044,-0.09600000000000009,0.0,0.45699999999999985,0.07,0.359,0.048,CD-57_1959,0.08699999999999997,0.112,0.2679999999999998,0.072,0.20500000000000007,0.047,-0.06899999999999995,0.066,-0.03200000000000003,0.0,-0.274,0.047,-2.001,0.119,-1.714,0.112,0.05799999999999983,0.08,-0.016999999999999904,0.095,-0.5529999999999999,0.084,0.09399999999999986,0.033,-0.3320000000000003,0,-0.244,0.0,0.23399999999999999,0.0,-0.05499999999999994,0.0,-0.03699999999999992,0.0,-0.14900000000000002,0.0,0.006000000000000005,0.0,0.028000000000000025,0.0,0.2509999999999999,0.0,0.4849999999999999,0.0,CD-57  1959,H,120.49565435397,0.0102,-57.86737488748,0.0105,0.6177,0.0105,58.8004,38.817,-8.808,0.014,37.804,0.014,31,,,1.018,9.778765,0.00277
0,ESO 106 req,MINCE III,Chile group,mince2,4655,1.29,1.97,70.3341796031,-51.9131898374,4778230075479363840,0,999.9990234375,999.9990234375,-0.28200000000000025,0.015,0.399,0.045,-0.2090000000000003,0.0,0.357,0.048,0.30999999999999983,0.073,CD-52_976,0.07899999999999996,0.124,0.2649999999999999,0.069,0.262,0.126,-0.07200000000000006,0.061,-0.06600000000000006,0.0,-0.3260000000000003,0.082,-1.902,0.098,-1.794,0.091,0.041999999999999815,0.096,-0.018000000000000016,0.091,-0.5330000000000001,0.066,0.04599999999999982,0.019,-0.3859999999999999,0,-0.33999999999999986,0.0,0.19999999999999996,0.0,0.037000000000000144,0.0,-0.09299999999999997,0.0,-0.19199999999999995,0.0,-0.06699999999999995,0.0,0.0050000000000001155,0.0,0.17399999999999993,0.0,0.23399999999999999,0.0,CD-52   976,H,70.33433223859,0.0089,-51.91320728254,0.0104,0.6343,0.01,63.6275,21.75,21.383,0.012,-3.98,0.013,31,,,0.931,9.397205,0.002763
0,ESO UVES 105,MINCE III,Chile group,mince2,4230,0.8,2.01,296.1756266488,-15.5169694257,4181847654250133760,0,999.9990234375,999.9990234375,0.29600000000000004,0.021,0.46099999999999985,0.097,0.905,0.054,0.44299999999999984,0.13,0.3959999999999999,0.06,BD-15_5449,0.07200000000000006,0.056,0.31999999999999984,0.052,0.23199999999999998,0.043,-0.014000000000000234,0.074,0.03500000000000014,0.0,-0.30100000000000016,0.105,-2.186,0.116,-1.939,0.092,0.13200000000000012,0.138,0.017999999999999794,0.14,-0.4980000000000002,0.113,-996.814,-999.0,-0.26900000000000013,0,-0.24299999999999988,0.0,0.19100000000000006,0.0,-0.0020000000000000018,0.0,-0.11899999999999977,0.0,-0.238,0.0,-0.16999999999999993,0.0,-0.04800000000000004,0.0,0.040000000000000036,0.0,0.06400000000000006,0.0,BD-15  5449,H,296.1755677596,0.0199,-15.51706657473,0.0154,0.3544,0.0222,15.9729,25.41,-12.872,0.023,-21.908,0.018,95,1.3865,0.0048,1.085,9.770967,0.002831
0,ESO UVES 105,MINCE III,Chile group,mince2,4515,0.85,2.15,300.7967043278,-38.450289847,6696870414182407552,0,999.9990234375,999.9990234375,-0.379,0.0,0.494,0.089,-996.537,-999.0,0.26800000000000024,0.161,0.06200000000000028,0.089,CD-38_13823,-0.18399999999999972,0.123,0.04600000000000026,0.062,0.004999999999999893,0.11,-0.2599999999999998,0.149,-0.05600000000000005,0.0,-0.10099999999999998,0.095,-2.463,0.143,-2.447,0.143,0.1160000000000001,0.121,0.0860000000000003,0.111,-0.7789999999999999,0.0,-0.1299999999999999,0.016,-996.537,0,-0.7069999999999999,0.0,-0.39,0.0,-0.7189999999999999,0.0,-0.48999999999999977,0.0,-996.553,0.0,-996.553,0.0,-0.34499999999999975,0.0,-0.2469999999999999,0.0,-0.03200000000000003,0.0,CD-38 13823,H,300.79674531868,0.0156,-38.45042713236,0.0148,0.3205,0.0216,14.8149,31.714,7.136,0.02,-30.901,0.016,31,,,1.005,10.009802,0.002821
0,ESO 106 req,MINCE III,Chile group,mince2,4082,0.92,1.79,150.1018749659,-39.9833698387,5419728418033942528,0,999.9990234375,999.9990234375,-0.22199999999999998,0.097,0.353,0.082,-0.020999999999999908,0.067,0.247,0.069,0.139,0.051,CD-39_6037,-0.07699999999999996,0.154,0.123,0.07,0.009000000000000008,0.076,-0.16199999999999992,0.07,-0.07099999999999995,0.0,-0.20799999999999996,0.11,-0.992,0.164,-0.776,0.105,-0.03400000000000003,0.125,-0.04899999999999993,0.123,-0.5030000000000001,0.171,-998.008,-999.0,-998.008,0,-0.28800000000000003,0.0,-999.0,0.0,0.30500000000000005,0.0,-0.06799999999999995,0.0,-0.09199999999999997,0.0,-0.016000000000000014,0.0,-998.224,0.0,0.29900000000000004,0.0,0.401,0.0,CD-39  6037,G,150.10195049216,0.0075,-39.98352154444,0.0093,0.6816,0.0125,54.598,36.412,13.085,0.01,-33.98,0.012,31,,,0.978,9.24671,0.002784
